Signature,NamePKO,Country,Year,date2,mandate_renewal,mandate_completeadjustment,disarmdemob_monitor,disarmdemob_assist,disarmdemob_encouraged,disarmdemob_security,reintegration_monitor,reintegration_assist,reintegration_security,reintegration_encouraged,controlsalw_monitor,controlsalw_assist,controlsalw_encouraged,controlsalw_security,armsembargo_monitor,armsembargo_assist,armsembargo_encouraged,armsembargo_security,civprotect_monitor,civprotect_assist,civprotect_security,civprotect_encouraged,humanrights_monitor,humanrights_assist,humanrights_encouraged,humanrights_security,childrights_monitor,childrights_assist,childrights_encouraged,childrights_security,sgbviolence_monitor,sgbviolence_assist,sgbviolence_encouraged,sgbviolence_security,policereform_monitor,policereform_assist,policereform_encouraged,policereform_security,militaryreform_monitor,militaryreform_assist,militaryreform_encouraged,militaryreform_security,demil_monitor,demil_assist,demil_security,demil_encouraged,offensoper_assist,offensoper_security,offensoper_monitor,offensoper_encouraged,justicereform_monitor,justicereform_assist,justicereform_encouraged,justicereform_security,transjustice_monitor,transjustice_assist,transjustice_encouraged,transjustice_security,correctionsreform_monitor,correctionsreform_assist,correctionsreform_encouraged,correctionsreform_security,bordercontrol_monitor,bordercontrol_assist,bordercontrol_encouraged,bordercontrol_security,demining_monitor,demining_assist,demining_encouraged,demining_security,resources_monitor,resources_assist,resources_security,resources_encouraged,stateauthority_monitor,stateauthority_assist,stateauthority_encouraged,stateauthority_security,democratization_monitor,democratization_assist,democratization_encouraged,democratization_security,electsec_monitor,electsec_assist,electsec_encouraged,electassist_monitor,electassist_assist,electassist_encouraged,electassist_security,votereducation_monitor,votereducation_assist,votereducation_security,votereducation_encouraged,polpartyassist_monitor,polpartyassist_assist,polpartyassist_encouraged,polpartyassist_security,civilsociety_monitor,civilsociety_assist,civilsociety_security,civilsociety_encouraged,media_monitor,media_assist,media_encouraged,media_security,publicinfo_assist,publicinfo_encouraged,publicinfo_monitor,publicinfo_security,powersharing_monitor,powersharing_assist,powersharing_encouraged,powersharing_security,reconcil_monitor,reconcil_assist,reconcil_encouraged,reconcil_security,localreconcil_monitor,localreconcil_assist,localreconcil_encouraged,localreconcil_security,regreconcil_monitor,regreconcil_assist,regreconcil_encouraged,regreconcil_security,ecdevelop_monitor,ecdevelop_assist,ecdevelop_encouraged,ecdevelop_security,humanrelief_monitor,humanrelief_assist,humanrelief_encouraged,humanrelief_security,publichealth_monitor,publichealth_assist,publichealth_encouraged,publichealth_security,refugeeidps_monitor,refugeeidps_assist,refugeeidps_encouraged,refugeeidps_security,gender_monitor,gender_assist,gender_encouraged,gender_security,legalreform_monitor,legalreform_assist,legalreform_encouraged,legalreform_security,ceasefire_monitor,ceasefire_assist,ceasefire_encouraged,ceasefire_security,peaceprocess_monitor,peaceprocess_assist,peaceprocess_encouraged,peaceprocess_security,culturalheritage_assist,culturalheritage_security,culturalheritage_monitor,culturalheritage_encouraged
S/RES/908,UNPROFOR,Bosnia and Herzegovina,1994,31-Mar-94,1,0,,,,,,,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 11,,,,,,,"Mandated in previous resolution in S/RES/908 paragraph(s) 3a, 3d",,"Mandated in previous resolution in S/RES/908 paragraph(s) 2a, 3b",Mandated in previous resolution in S/RES/908 paragraph(s) 7a,,Mandated in previous resolution in S/RES/908 paragraph(s) 1 + 49 (S/1994/1067),,,,,,,,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 16 d,"Mandated in previous resolution in S/RES/908 paragraph(s) 16, 17b",,,,,,,"Mandated in current resolution in S/RES/908 paragraph(s) 14 c, 14 d (S/1994/291)",Mandated in current resolution in S/RES/908 paragraph(s) 14 b (S/1994/291),Mandated in previous resolution in S/RES/908 paragraph(s) 3a,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 28,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 1 + 29 (S/1994/1067) ?,,,,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 14,Mandated in current resolution in S/RES/908 paragraph(s) 14 f (S/1994/291),"Mandated in previous resolution in S/RES/908 paragraph(s) 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 1 + 32 (S/1994/1067) ?,,,,,,,,,,Mandated in current resolution in S/RES/908 paragraph(s) 10,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 5,Mandated in current resolution in S/RES/908 paragraph(s) 18 (S/1994/333),,Mandated in current resolution in S/RES/908 paragraph(s) 18 (S/1994/333),,,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 19,Mandated in previous resolution in S/RES/908 paragraph(s) 13 + 39 (S/1994/1067),Mandated in previous resolution in S/RES/908 paragraph(s) 3,,,,,,,,,Mandated in current resolution in S/RES/908 paragraph(s) 14 a (S/1994/291),Mandated in current resolution in S/RES/908 paragraph(s) 11,,,,Mandated in previous resolution in S/RES/908 paragraph(s) 1,,,Mandated in previous resolution in S/RES/908 paragraph(s) 9,,,
S/RES/982,UNPROFOR,Bosnia and Herzegovina,1995,31-Mar-95,1,0,,,,,,,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 11,,,,,,,"Mandated in previous resolution in S/RES/982 paragraph(s) 3a, 3d",,"Mandated in previous resolution in S/RES/982 paragraph(s) 2a, 3b",Mandated in previous resolution in S/RES/982 paragraph(s) 7a,,Mandated in current resolution in S/RES/982 paragraph(s) 4 referring to 72 c (S/1995/222),,,,,,,,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 16 d,"Mandated in previous resolution in S/RES/982 paragraph(s) 16, 17b",,,,,,,Mandated in current resolution in S/RES/982 paragraph(s) 4 referring to 72 (S/1995/222),Mandated in previous resolution in S/RES/982 paragraph(s) 14 b (S/1994/291),Mandated in previous resolution in S/RES/982 paragraph(s) 3a,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/982 paragraph(s) 4 referring to 72 c (S/1995/222),Mandated in previous resolution in S/RES/982 paragraph(s) 28,,,,Mandated in current resolution in S/RES/982 paragraph(s) 4 referring to 72 c (S/1995/222),,,,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 14,Mandated in previous resolution in S/RES/982 paragraph(s) 14 f (S/1994/291),"Mandated in previous resolution in S/RES/982 paragraph(s) 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 1 + 32 (S/1994/1067) ?,,,,,,,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 10,,,,,,,Mandated in current resolution in S/RES/982 paragraph(s) 4 referring to 72 c (S/1995/222),,,,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 5,Mandated in current resolution in S/RES/982 paragraph(s) 4,,Mandated in previous resolution in S/RES/982 paragraph(s) 18 (S/1994/333),,,,,,Mandated in current resolution in S/RES/982 paragraph(s) 4 referring to 72 c (S/1995/222),Mandated in previous resolution in S/RES/982 paragraph(s) 13 + 39 (S/1994/1067),Mandated in previous resolution in S/RES/982 paragraph(s) 3,,,,,,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 14 a (S/1994/291),Mandated in current resolution in S/RES/982 paragraph(s) 4,,,,Mandated in previous resolution in S/RES/982 paragraph(s) 1,,,Mandated in previous resolution in S/RES/982 paragraph(s) 9,,,
S/RES/1086,UNSMIH,Haiti,1996,05-Dec-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1086 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1086 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1086 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1063,UNSMIH,Haiti,1996,28-Jun-96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1063 paragraph(s) 2,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1063 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1063 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1063 paragraph(s) 2,,,,,,,,,,,,Mandated in current resolution in S/RES/1063 paragraph(s) 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1085,UNSMIH,Haiti,1996,29-Nov-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1085 paragraph(s) 2,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1085 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1085 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1085 paragraph(s) 2,,,,,,,,,,,,Mandated in previous resolution in S/RES/1085 paragraph(s) 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/880,UNTAC,Cambodia,1993,04-Nov-93,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/880 paragraph(s) 11, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/810,UNTAC,Cambodia,1993,08-Mar-93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandated in previous resolution in S/RES/810 paragraph(s) 11, 12",,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/810 paragraph(s) 4,Mandated in current resolution in S/RES/810 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/810 paragraph(s) 46 (S/25289),,,,,,
S/RES/783,UNTAC,Cambodia,1992,13-Oct-92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/783 paragraph(s) 10,,,,,,,Mandated in current resolution in S/RES/783 paragraph(s) 7,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/783 paragraph(s) 3,,,,Mandated in current resolution in S/RES/783 paragraph(s) 7,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/783 paragraph(s) 4,Mandated in previous resolution in S/RES/783 paragraph(s) 6,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/783 paragraph(s) 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/783 paragraph(s) 7,,,,Mandated in current resolution in S/RES/783 paragraph(s) 67 (S/24578),,,,,,
S/RES/826,UNTAC,Cambodia,1993,20-May-93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/826 paragraph(s) 10,,,,,,,Mandated in previous resolution in S/RES/826 paragraph(s) 7,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/826 paragraph(s) 3,,,,Mandated in previous resolution in S/RES/826 paragraph(s) 7,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/826 paragraph(s) 4,Mandated in current resolution in S/RES/826 paragraph(s) 10,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/826 paragraph(s) 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/826 paragraph(s) 7,,,,Mandated in current resolution in S/RES/826 paragraph(s) 3,,,,,,
S/RES/766,UNTAC,Cambodia,1992,21-Jul-92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/766 paragraph(s) 10,,,,,,,Mandated in previous resolution in S/RES/766 paragraph(s) 7,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/766 paragraph(s) 3,,,,Mandated in previous resolution in S/RES/766 paragraph(s) 7,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/766 paragraph(s) 4,Mandated in previous resolution in S/RES/766 paragraph(s) 10,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/766 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/766 paragraph(s) 7,,,,Mandated in current resolution in S/RES/766 paragraph(s) 6,,,,,,
S/RES/860,UNTAC,Cambodia,1993,27-Aug-93,1,0,,,,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/860 paragraph(s) 20, 25, 32 (S/26090)",,,,,,,,,,,,Mandated in current resolution in S/RES/860 paragraph(s) 20 (S/26090),Mandated in previous resolution in S/RES/860 paragraph(s) 10,,Mandated in current resolution in S/RES/860 paragraph(s) 27 (S/26090),,,,,Mandated in previous resolution in S/RES/860 paragraph(s) 7,,,,,,,,"Mandated in current resolution in S/RES/860 paragraph(s) 20, 26 (S/26090)",,,,,,,,,,,,Mandated in current resolution in S/RES/860 paragraph(s) 26 (S/26090),,,,Mandated in previous resolution in S/RES/860 paragraph(s) 7,,,Mandated in current resolution in S/RES/860 paragraph(s) 26 (S/26090),,,,Mandated in current resolution in S/RES/860 paragraph(s) 25 (S/26090),Mandated in current resolution in S/RES/860 paragraph(s) 26 (S/26090),,,,Mandated in current resolution in S/RES/860 paragraph(s) 23 (S/26090),,,,,,,Mandated in current resolution in S/RES/860 paragraph(s) 23 (S/26090),Mandated in previous resolution in S/RES/860 paragraph(s) 10,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/860 paragraph(s) 32 (S/26090),,,,,,,,,Mandated in current resolution in S/RES/860 paragraph(s) 25 (S/26090),,,,,,,,,,,,Mandated in current resolution in S/RES/860 paragraph(s) 29 (S/26090),,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/860 paragraph(s) 23 (S/26090),,,,Mandated in previous resolution in S/RES/860 paragraph(s) 7,,,,Mandated in previous resolution in S/RES/860 paragraph(s) 6,,,,,,
S/RES/745,UNTAC,Cambodia,1992,28-Feb-92,0,0,"Mandated in current resolution in S/RES/745 paragraph(s) 54 b, 74 b, 74 c","Mandated in current resolution in S/RES/745 paragraph(s) 54 c, 66, 68, 73, 74 b, 74 e",,"Mandated in current resolution in S/RES/745 paragraph(s) 66, 74 c, 78 d, 78 e",,"Mandated in current resolution in S/RES/745 paragraph(s) 75, 154",,,,"Mandated in current resolution in S/RES/745 paragraph(s) 54 c, 77",,,,,,,,,,,Mandated in current resolution in S/RES/745 paragraph(s) 11,"Mandated in current resolution in S/RES/745 paragraph(s) 9, 126",,,,Mandated in current resolution in S/RES/745 paragraph(s) 153 a,,,,,,,"Mandated in current resolution in S/RES/745 paragraph(s) 17, 101, 102, 112","Mandated in current resolution in S/RES/745 paragraph(s) 17, 121, 126",Mandated in previous resolution in S/RES/745 paragraph(s) 10,,"Mandated in current resolution in S/RES/745 paragraph(s) 76, 97",,,,"Mandated in current resolution in S/RES/745 paragraph(s) 54 a, 54 b, 55, 57",Mandated in previous resolution in S/RES/745 paragraph(s) 7,,,,,,,"Mandated in current resolution in S/RES/745 paragraph(s) 17, 102",Mandated in current resolution in S/RES/745 paragraph(s) 17,,,,,,,,Mandated in current resolution in S/RES/745 paragraph(s) 17,,,"Mandated in current resolution in S/RES/745 paragraph(s) 58, 99",Mandated in previous resolution in S/RES/745 paragraph(s) 26 (S/26090),,,,"Mandated in current resolution in S/RES/745 paragraph(s) 54 c, 74 a, 80, 90 e i c",,,Mandated in previous resolution in S/RES/745 paragraph(s) 26 (S/26090),,,,Mandated in current resolution in S/RES/745 paragraph(s) 94,Mandated in current resolution in S/RES/745 paragraph(s) 153 c,,,,Mandated in previous resolution in S/RES/745 paragraph(s) 23 (S/26090),,,,"Mandated in current resolution in S/RES/745 paragraph(s) 40, 127",,Mandated in current resolution in S/RES/745 paragraph(s) 41,Mandated in current resolution in S/RES/745 paragraph(s) 23,Mandated in previous resolution in S/RES/745 paragraph(s) 10,,,"Mandated in current resolution in S/RES/745 paragraph(s) 27, 160",,,Mandated in current resolution in S/RES/745 paragraph(s) 35,Mandated in current resolution in S/RES/745 paragraph(s) 34,,,,Mandated in current resolution in S/RES/745 paragraph(s) 13,,,,,,,"Mandated in current resolution in S/RES/745 paragraph(s) 13, 90 e i a, 160",,,,,,,,,Mandated in previous resolution in S/RES/745 paragraph(s) 25 (S/26090),,,,,,,,,,,,Mandated in previous resolution in S/RES/745 paragraph(s) 29 (S/26090),,,,Mandated in current resolution in S/RES/745 paragraph(s) 153 a,,,,,,,,"Mandated in current resolution in S/RES/745 paragraph(s) 55, 138",,Mandated in current resolution in S/RES/745 paragraph(s) 90 b vii,,Mandated in current resolution in S/RES/745 paragraph(s) 153 a,,,Mandated in current resolution in S/RES/745 paragraph(s) 103,Mandated in current resolution in S/RES/745 paragraph(s) 25,,,"Mandated in current resolution in S/RES/745 paragraph(s) 54 b, 55, 62",Mandated in previous resolution in S/RES/745 paragraph(s) 7,,,,Mandated in current resolution in S/RES/745 paragraph(s) 93,,,,,,
S/RES/792,UNTAC,Cambodia,1992,30-Nov-92,0,0,"Mandated in previous resolution in S/RES/792 paragraph(s) 54 b, 74 b, 74 c","Mandated in previous resolution in S/RES/792 paragraph(s) 54 c, 66, 68, 73, 74 b, 74 e",,"Mandated in previous resolution in S/RES/792 paragraph(s) 66, 74 c, 78 d, 78 e",,"Mandated in previous resolution in S/RES/792 paragraph(s) 75, 154",,,,"Mandated in previous resolution in S/RES/792 paragraph(s) 54 c, 77",,,,Mandated in current resolution in S/RES/792 paragraph(s) 13,,,,,,,Mandated in previous resolution in S/RES/792 paragraph(s) 11,Mandated in current resolution in S/RES/792 paragraph(s) 9 (S/24800),,,,Mandated in previous resolution in S/RES/792 paragraph(s) 153 a,,,,,,,Mandated in current resolution in S/RES/792 paragraph(s) 30 (S/24800),"Mandated in previous resolution in S/RES/792 paragraph(s) 17, 121, 126",Mandated in previous resolution in S/RES/792 paragraph(s) 10,,"Mandated in previous resolution in S/RES/792 paragraph(s) 76, 97",,,,"Mandated in previous resolution in S/RES/792 paragraph(s) 54 a, 54 b, 55, 57",Mandated in current resolution in S/RES/792 paragraph(s) 18 (S/24800),,,,,,,"Mandated in previous resolution in S/RES/792 paragraph(s) 17, 102",Mandated in previous resolution in S/RES/792 paragraph(s) 17,,,,,,,,Mandated in previous resolution in S/RES/792 paragraph(s) 17,,,"Mandated in previous resolution in S/RES/792 paragraph(s) 58, 99",Mandated in previous resolution in S/RES/792 paragraph(s) 26 (S/26090),Mandated in current resolution in S/RES/792 paragraph(s) 12,,,"Mandated in previous resolution in S/RES/792 paragraph(s) 54 c, 74 a, 80, 90 e i c",,,Mandated in previous resolution in S/RES/792 paragraph(s) 26 (S/26090),,,,Mandated in previous resolution in S/RES/792 paragraph(s) 94,Mandated in previous resolution in S/RES/792 paragraph(s) 153 c,,,,Mandated in previous resolution in S/RES/792 paragraph(s) 23 (S/26090),,,,"Mandated in current resolution in S/RES/792 paragraph(s) 4 + 9, 31 (S/24800)",,Mandated in previous resolution in S/RES/792 paragraph(s) 41,"Mandated in current resolution in S/RES/792 paragraph(s) 4, 5 + 28, 29 (S/24800)",Mandated in previous resolution in S/RES/792 paragraph(s) 10,,,Mandated in current resolution in S/RES/792 paragraph(s) 29 (S/24800),,,Mandated in previous resolution in S/RES/792 paragraph(s) 35,Mandated in previous resolution in S/RES/792 paragraph(s) 34,,,,Mandated in previous resolution in S/RES/792 paragraph(s) 13,,,,,,,"Mandated in previous resolution in S/RES/792 paragraph(s) 13, 90 e i a, 160",,,,,,,,,Mandated in previous resolution in S/RES/792 paragraph(s) 25 (S/26090),,,,,,,,,,,,Mandated in previous resolution in S/RES/792 paragraph(s) 29 (S/26090),,,,Mandated in previous resolution in S/RES/792 paragraph(s) 153 a,,,,,,,,Mandated in current resolution in S/RES/792 paragraph(s) 30 (S/24800),,Mandated in previous resolution in S/RES/792 paragraph(s) 90 b vii,,Mandated in previous resolution in S/RES/792 paragraph(s) 153 a,,,Mandated in previous resolution in S/RES/792 paragraph(s) 103,Mandated in previous resolution in S/RES/792 paragraph(s) 25,,,Mandated in current resolution in S/RES/792 paragraph(s) 16,Mandated in previous resolution in S/RES/792 paragraph(s) 7,,,,Mandated in current resolution in S/RES/792 paragraph(s) 9,,,,,,
S/RES/1120,UNTAES,Croatia,1997,14-Jul-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1037,UNTAES,Croatia,1996,15-Jan-96,0,0,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 12,Mandated in current resolution in S/RES/1037 paragraph(s) 12 f referring to 16 f (S/1995/1028),,,,,,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 a; 10 d referring to 5 (S/1995/951),,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 10 a,Mandated in current resolution in S/RES/1037 paragraph(s) 10 a,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 b referring to 16 b (S/1995/1028),,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 21,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 a,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 b referring to 16 b (S/1995/1028),,,,Mandated in current resolution in S/RES/1037 paragraph(s) 12,Mandated in current resolution in S/RES/1037 paragraph(s) 12,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 c referring to 16 c (S/1995/1028),"Mandated in current resolution in S/RES/1037 paragraph(s) 10 d referring to 2, 4 (S/1995/951); 11 b referring to 16 b (S/1995/1028)",,,,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 e referring to 16 g (S/1995/1028),Mandated in current resolution in S/RES/1037 paragraph(s) 10 d referring to 12 (S/1995/951); 11 e referring to 16 g (S/1995/1028),,,,,,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 12 f referring to 16 f (S/1995/1028),,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 12,,,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 12,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 10 d referring to 5 (S/1995/951),,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 b referring to 16 b (S/1995/1028),Mandated in current resolution in S/RES/1037 paragraph(s) 11 f,,,,,,,Mandated in current resolution in S/RES/1037 paragraph(s) 11 c referring to 16 c (S/1995/1028),,,,Mandated in current resolution in S/RES/1037 paragraph(s) 10 b,Mandated in current resolution in S/RES/1037 paragraph(s) 10 d referring to 4 (S/1995/951); 11 d referring to 16 e (S/1995/1028),,,,,,,,,,,,,,,,,,,,,,
S/RES/1079,UNTAES,Croatia,1996,15-Nov-96,1,0,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 12,Mandated in previous resolution in S/RES/1079 paragraph(s) 12 f referring to 16 f (S/1995/1028),,,,,,,,,,,,Mandated in current resolution in S/RES/1079 paragraph(s) 5,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 10 a,Mandated in previous resolution in S/RES/1079 paragraph(s) 10 a,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 11 b referring to 16 b (S/1995/1028),,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 21,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 11 a,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 11 b referring to 16 b (S/1995/1028),,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 12,Mandated in previous resolution in S/RES/1079 paragraph(s) 12,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 11 c referring to 16 c (S/1995/1028),"Mandated in previous resolution in S/RES/1079 paragraph(s) 10 d referring to 2, 4 (S/1995/951); 11 b referring to 16 b (S/1995/1028)",,,,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 11 e referring to 16 g (S/1995/1028),Mandated in previous resolution in S/RES/1079 paragraph(s) 10 d referring to 12 (S/1995/951); 11 e referring to 16 g (S/1995/1028),Mandated in current resolution in S/RES/1079 paragraph(s) 2,,,,,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 12 f referring to 16 f (S/1995/1028),,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 12,,,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 12,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 10 d referring to 5 (S/1995/951),,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 11 b referring to 16 b (S/1995/1028),Mandated in previous resolution in S/RES/1079 paragraph(s) 11 f,,,,,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 11 c referring to 16 c (S/1995/1028),,,,Mandated in previous resolution in S/RES/1079 paragraph(s) 10 b,Mandated in previous resolution in S/RES/1079 paragraph(s) 10 d referring to 4 (S/1995/951); 11 d referring to 16 e (S/1995/1028),,,,,,,,,,,,,,,,,,,,,,
